TestId,Time (s),Temperature (C), Magnetic Field (mT), Test stop, Test Error, Error Message, DIFF0 (V), PWM Duty cycle (%), PWM Average Voltage (V), DIFF3 (V),DIFF4 (V),DIFF5 (V),DIFF6 (V),DIFF7 (V),AIN0 (V),AIN1 (V),AIN2 (V),AIN3 (V),AIN4 (V),AIN5 (V),AIN6 (V),AIN7 (V),AIN8 (V),AIN9 (V),AIN10 (V),AIN11 (V),AIN12 (V),AIN13 (V),AIN14 (V),AIN15 (V),OFFSET (V),VCC (V),TEMP,GAIN,REF
8,451,125.1415,0,0,0,,915,89.44281525,2.951612903,0,0,0,0,0,-66,1763,-66,-66,-67,-66,-67,-66,-68,-66,-68,-66,-68,-66,-68,0,65535,4.938151,28.5524,1.000781,3.344727
8,453,123.4653,0,0,0,,915,89.44281525,2.951612903,0,0,0,0,0,-68,1744,-67,-64,-67,-64,-67,-65,-67,-65,-66,-66,-66,-67,-66,0,0,4.941732,28.5524,1.000814,3.344727
8,455,124.5545,0,0,0,,915,89.44281525,2.951612903,0,0,0,0,0,-67,1738,-66,-65,-66,-66,-66,-66,-66,-66,-65,-67,-64,-67,-64,0,0,4.938477,30.3286,1.000814,3.345052
8,457,125.9906,0,0,0,,915,89.44281525,2.951612903,0,0,0,0,0,-66,1763,-66,-66,-66,-66,-66,-66,-67,-66,-67,-64,-67,-65,-67,0,0,4.935547,28.5524,1.000814,3.344075
8,459,126.0849,0,0,0,,915,89.44281525,2.951612903,0,0,0,0,0,-67,1740,-67,-65,-67,-65,-66,-66,-66,-66,-66,-66,-66,-66,-66,0,0,4.93457,28.5524,1.000781,3.34375
8,461,123.4653,0,0,0,,915,89.44281525,2.951612903,0,0,0,0,0,-68,1752,-67,-64,-67,-64,-67,-65,-67,-65,-66,-66,-66,-66,-66,0,65535,4.943034,28.5524,1.000814,3.344727
8,463,125.7076,0,0,0,,915,89.44281525,2.951612903,0,0,0,0,0,-65,1760,-65,-66,-65,-67,-66,-66,-66,-66,-68,-65,-67,-65,-67,0,65535,4.93099,30.3286,1.000749,3.344075
8,465,124.0594,0,0,0,,915,89.44281525,2.951612903,0,0,0,0,0,-67,1738,-66,-65,-66,-68,-66,-68,-66,-68,-67,-64,-67,-65,-67,0,0,4.938477,28.5524,1.000781,3.344727
8,467,123.3663,0,0,0,,915,89.44281525,2.951612903,0,0,0,0,0,-67,1753,-67,-65,-67,-64,-67,-64,-67,-65,-66,-66,-66,-66,-66,0,0,4.942709,28.5524,1.000814,3.344727
8,469,124.2574,0,0,0,,915,89.44281525,2.951612903,0,0,0,0,0,-66,1761,-66,-66,-66,-66,-66,-66,-67,-66,-68,-66,-68,-66,-68,0,65535,4.938477,30.3286,1.000781,3.344727
8,471,125.6132,0,0,0,,915,89.44281525,2.951612903,0,0,0,0,0,-66,1762,-67,-66,-67,-66,-68,-66,-68,-66,-68,-65,-67,-65,-67,0,65535,4.937826,28.5524,1.000814,3.344727
8,473,125.7076,0,0,0,,915,89.44281525,2.951612903,0,0,0,0,0,-66,1735,-66,-67,-66,-67,-66,-68,-66,-69,-65,-67,-65,-67,-65,0,0,4.9375,30.3286,1.000814,3.344401
8,475,123.4653,0,0,0,,915,89.44281525,2.951612903,0,0,0,0,0,-66,1760,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-67,0,65535,4.939453,30.3286,1.000814,3.344401
8,477,123.6634,0,0,0,,915,89.44281525,2.951612903,0,0,0,0,0,-68,1758,-67,-65,-67,-65,-67,-64,-67,-64,-66,-66,-66,-66,-66,0,65535,4.941732,28.5524,1.000814,3.344075
8,479,125.6132,0,0,0,,915,89.44281525,2.951612903,0,0,0,0,0,-67,1737,-66,-66,-66,-67,-66,-67,-66,-67,-66,-68,-66,-68,-66,0,0,4.931641,28.5524,1.000781,3.344075
8,481,125.7076,0,1,0,,915,89.44281525,2.951612903,0,0,0,0,0,-65,1760,-65,-67,-65,-67,-65,-67,-65,-66,-67,-66,-68,-66,-68,0,65535,4.930664,30.3286,1.000814,3.344075
